province,commodity,year,min_price,max_price,avg_price,median_price,count,is_predicted
KEPULAUAN BANGKA BELITUNG,Premium Rice,2023,12890.0,15910.0,14332.774725274725,14060.0,364,False
KEPULAUAN BANGKA BELITUNG,Premium Rice,2024,15230.0,17520.0,16358.228782287822,16149.999999999998,271,False
KEPULAUAN BANGKA BELITUNG,Pure Beef,2022,128980.0,164640.0,144125.3172205438,147250.0,331,False
KEPULAUAN BANGKA BELITUNG,Pure Beef,2023,143590.0,163040.0,149026.6208791209,148715.0,364,False
KEPULAUAN BANGKA BELITUNG,Pure Beef,2024,139430.0,159390.0,142331.0701107011,141700.0,271,False
KEPULAUAN BANGKA BELITUNG,Red Cayenne Pepper,2022,46080.0,155530.0,75732.38670694864,72940.0,331,False
KEPULAUAN BANGKA BELITUNG,Red Cayenne Pepper,2023,36310.0,126660.0,68557.22527472528,61795.0,364,False
KEPULAUAN BANGKA BELITUNG,Red Cayenne Pepper,2024,48790.0,103290.0,69350.55350553505,64730.00000000001,271,False
KEPULAUAN BANGKA BELITUNG,Shallots,2022,29970.0,72110.0,39894.652567975834,37320.0,331,False
KEPULAUAN BANGKA BELITUNG,Shallots,2023,25300.0,51630.0,38897.8021978022,40670.0,364,False
KEPULAUAN BANGKA BELITUNG,Shallots,2024,26270.0,74870.0,40879.63099630996,38360.0,271,False
KEPULAUAN BANGKA BELITUNG,Simple Packaged Cooking Oil,2022,14000.0,24660.0,17398.24773413897,15390.0,331,False
KEPULAUAN BANGKA BELITUNG,Simple Packaged Cooking Oil,2023,15480.0,17470.0,16477.91208791209,16350.000000000002,364,False
KEPULAUAN BANGKA BELITUNG,Simple Packaged Cooking Oil,2024,15200.0,16750.0,15780.922509225093,15670.0,271,False
KEPULAUAN RIAU,Broiler Chicken Meat,2022,37650.0,43700.0,40499.84894259819,40270.0,331,False
KEPULAUAN RIAU,Broiler Chicken Meat,2023,36920.0,43050.0,40289.91758241758,40370.0,364,False
KEPULAUAN RIAU,Broiler Chicken Meat,2024,38600.0,43420.0,41182.333333333336,41180.0,270,False
KEPULAUAN RIAU,Bulk Cooking Oil,2022,12900.0,18710.0,14109.638009049773,13410.0,221,False
KEPULAUAN RIAU,Bulk Cooking Oil,2023,12830.0,15350.0,14055.521978021978,14090.0,364,False
KEPULAUAN RIAU,Bulk Cooking Oil,2024,13880.0,17590.0,14715.925925925925,14640.0,270,False
KEPULAUAN RIAU,Bulk Wheat Flour,2022,9270.0,11900.0,10990.60422960725,11160.0,331,False
KEPULAUAN RIAU,Bulk Wheat Flour,2023,10130.0,12200.0,11315.824175824177,11370.0,364,False
KEPULAUAN RIAU,Bulk Wheat Flour,2024,9640.0,11700.0,10597.25925925926,10570.0,270,False
KEPULAUAN RIAU,Chicken Eggs,2022,23770.0,33030.0,28483.56495468278,28950.0,331,False
KEPULAUAN RIAU,Chicken Eggs,2023,28260.0,34160.0,30882.445054945056,30770.0,364,False
KEPULAUAN RIAU,Chicken Eggs,2024,30300.0,34210.0,32036.185185185186,32035.0,270,False
KEPULAUAN RIAU,Consumption Sugar,2022,11760.0,14480.0,13497.73413897281,13340.0,331,False
KEPULAUAN RIAU,Consumption Sugar,2023,13000.0,17490.0,15006.675824175823,14855.0,364,False
KEPULAUAN RIAU,Consumption Sugar,2024,15510.0,17460.0,16589.88888888889,16580.0,270,False
KEPULAUAN RIAU,Curly Red Chili,2022,39010.0,111550.0,66518.24773413897,61100.0,331,False
KEPULAUAN RIAU,Curly Red Chili,2023,38330.0,92050.0,62399.807692307695,61255.0,364,False
KEPULAUAN RIAU,Curly Red Chili,2024,43200.0,104840.0,66687.22222222222,65415.0,270,False
KEPULAUAN RIAU,Garlic,2022,23990.0,32560.000000000004,28506.616314199397,28360.0,331,False
KEPULAUAN RIAU,Garlic,2023,22800.0,37060.0,30420.54945054945,32070.0,364,False
KEPULAUAN RIAU,Garlic,2024,33130.0,39200.0,35678.77777777778,35465.0,270,False
KEPULAUAN RIAU,Medium Rice,2022,12270.0,13560.0,12919.969788519638,12940.0,331,False
KEPULAUAN RIAU,Medium Rice,2023,11690.0,13860.0,12802.582417582418,12625.0,364,False
KEPULAUAN RIAU,Medium Rice,2024,13240.0,14450.0,13977.148148148148,14030.0,270,False
KEPULAUAN RIAU,Premium Rice,2022,13500.0,14900.0,14268.036253776436,14300.0,331,False
KEPULAUAN RIAU,Premium Rice,2023,13500.0,15600.0,14549.203296703297,14530.0,364,False
KEPULAUAN RIAU,Premium Rice,2024,14980.0,16750.0,16035.74074074074,16140.0,270,False
KEPULAUAN RIAU,Pure Beef,2022,131200.0,164920.0,148211.6918429003,150010.0,331,False
KEPULAUAN RIAU,Pure Beef,2023,141070.0,179460.0,154233.489010989,154270.0,364,False
KEPULAUAN RIAU,Pure Beef,2024,145540.0,168430.0,153515.37037037036,153740.0,270,False
KEPULAUAN RIAU,Red Cayenne Pepper,2022,41630.0,121780.0,75344.86404833836,73080.0,331,False
KEPULAUAN RIAU,Red Cayenne Pepper,2023,52310.0,99140.0,70121.07142857143,68265.0,364,False
KEPULAUAN RIAU,Red Cayenne Pepper,2024,55370.0,93800.0,71033.70370370371,67475.0,270,False
KEPULAUAN RIAU,Shallots,2022,27860.0,43330.0,35881.208459214504,35940.0,331,False
KEPULAUAN RIAU,Shallots,2023,29200.0,43460.0,36212.03296703297,35730.0,364,False
KEPULAUAN RIAU,Shallots,2024,31890.0,42350.0,37248.444444444445,36715.0,270,False
KEPULAUAN RIAU,Simple Packaged Cooking Oil,2022,14000.0,24250.0,18150.0,16360.0,331,False
KEPULAUAN RIAU,Simple Packaged Cooking Oil,2023,14790.0,18200.0,16557.39010989011,16590.0,364,False
KEPULAUAN RIAU,Simple Packaged Cooking Oil,2024,15920.0,18030.0,16897.11111111111,16960.0,270,False
LAMPUNG,Broiler Chicken Meat,2022,30050.0,42430.0,33154.68277945619,33140.0,331,False
LAMPUNG,Broiler Chicken Meat,2023,30500.0,36790.0,33261.260273972606,33400.0,365,False
LAMPUNG,Broiler Chicken Meat,2024,32520.000000000004,39130.0,35139.114391143914,35090.0,271,False
LAMPUNG,Bulk Cooking Oil,2022,12750.0,19440.0,14557.64705882353,13580.0,221,False
LAMPUNG,Bulk Cooking Oil,2023,13660.0,14680.0,14213.205479452055,14210.0,365,False
LAMPUNG,Bulk Cooking Oil,2024,14050.0,16010.000000000002,15116.715867158671,15250.0,271,False
LAMPUNG,Bulk Wheat Flour,2022,7990.0,10870.0,9439.728096676738,9430.0,331,False
LAMPUNG,Bulk Wheat Flour,2023,10480.0,11500.0,10812.931506849314,10810.0,365,False
LAMPUNG,Bulk Wheat Flour,2024,10000.0,11340.0,10865.682656826568,10880.0,271,False
LAMPUNG,Chicken Eggs,2022,20530.0,30270.0,26326.767371601207,26790.0,331,False
LAMPUNG,Chicken Eggs,2023,26440.0,31070.0,28371.178082191782,28080.0,365,False
LAMPUNG,Chicken Eggs,2024,26030.0,30880.0,28527.89667896679,28820.0,271,False
LAMPUNG,Consumption Sugar,2022,13130.0,15000.0,13981.812688821752,13960.0,331,False
LAMPUNG,Consumption Sugar,2023,13800.0,17590.0,14587.150684931506,14100.0,365,False
LAMPUNG,Consumption Sugar,2024,16840.0,18260.0,17453.69003690037,17550.0,271,False
LAMPUNG,Curly Red Chili,2022,23160.0,97770.0,43741.72205438066,36580.0,331,False
LAMPUNG,Curly Red Chili,2023,21810.0,86660.0,40450.82191780822,34650.0,365,False
LAMPUNG,Curly Red Chili,2024,24170.0,87830.0,47630.258302583024,41950.0,271,False
LAMPUNG,Garlic,2022,20210.0,32400.0,23870.996978851963,23110.0,331,False
LAMPUNG,Garlic,2023,22890.0,37320.0,31663.068493150684,33440.0,365,False
LAMPUNG,Garlic,2024,34710.0,43840.0,37566.383763837635,36930.0,271,False
LAMPUNG,Medium Rice,2022,9100.0,10940.0,10209.818731117824,10270.0,331,False
LAMPUNG,Medium Rice,2023,10890.0,13040.0,11707.452054794521,11240.0,365,False
LAMPUNG,Medium Rice,2024,12410.0,14650.0,13114.428044280443,13030.0,271,False
LAMPUNG,Premium Rice,2022,10490.0,12270.0,11651.812688821752,11630.0,331,False
LAMPUNG,Premium Rice,2023,12000.0,14420.0,13012.986301369863,12490.0,365,False
LAMPUNG,Premium Rice,2024,14180.0,16210.0,14748.19188191882,14550.0,271,False
LAMPUNG,Pure Beef,2022,124070.0,157000.0,133592.05438066466,134340.0,331,False
LAMPUNG,Pure Beef,2023,130000.0,145760.0,134814.76712328766,134610.0,365,False
LAMPUNG,Pure Beef,2024,131320.0,144270.0,133782.76752767529,133350.0,271,False
LAMPUNG,Red Cayenne Pepper,2022,30370.0,99500.0,49478.91238670695,47040.0,331,False
LAMPUNG,Red Cayenne Pepper,2023,28860.0,80520.0,45874.95890410959,39840.0,365,False
LAMPUNG,Red Cayenne Pepper,2024,33020.0,65220.0,46357.9335793358,43560.0,271,False
LAMPUNG,Shallots,2022,22220.0,60250.0,32434.98489425982,30420.0,331,False
LAMPUNG,Shallots,2023,18580.0,44970.0,30469.04109589041,31700.0,365,False
LAMPUNG,Shallots,2024,19520.0,61900.0,32934.13284132841,29880.0,271,False
LAMPUNG,Simple Packaged Cooking Oil,2022,14980.0,26000.0,19098.21752265861,18290.0,331,False
LAMPUNG,Simple Packaged Cooking Oil,2023,15330.0,17000.0,15986.931506849314,15930.0,365,False
LAMPUNG,Simple Packaged Cooking Oil,2024,15530.0,17230.0,16582.80442804428,16720.0,271,False
MALUKU,Broiler Chicken Meat,2022,41840.0,49810.0,46826.76737160121,46820.0,331,False
MALUKU,Broiler Chicken Meat,2023,43960.0,52890.0,48761.42465753425,49180.0,365,False
MALUKU,Broiler Chicken Meat,2024,43800.0,50910.0,47697.49077490775,47770.0,271,False
MALUKU,Bulk Cooking Oil,2022,15170.0,22100.0,17386.470588235294,17070.0,221,False
MALUKU,Bulk Cooking Oil,2023,15280.0,19260.0,17221.534246575342,17210.0,365,False
MALUKU,Bulk Cooking Oil,2024,15400.0,19600.0,17454.20664206642,17300.0,271,False
MALUKU,Bulk Wheat Flour,2022,10800.0,13280.0,12144.894259818731,12360.0,331,False
MALUKU,Bulk Wheat Flour,2023,11450.0,13950.0,12787.534246575342,12870.0,365,False
MALUKU,Bulk Wheat Flour,2024,11920.0,13690.0,12683.431734317342,12690.0,271,False
MALUKU,Chicken Eggs,2022,30380.0,38440.0,33843.23262839879,33800.0,331,False
MALUKU,Chicken Eggs,2023,33880.0,40520.0,37017.260273972606,36970.0,365,False
MALUKU,Chicken Eggs,2024,33280.0,41990.0,37356.383763837635,36890.0,271,False
MALUKU,Consumption Sugar,2022,14920.0,16329.999999999998,15780.422960725076,15800.0,331,False
MALUKU,Consumption Sugar,2023,15090.0,19630.0,16305.643835616438,15810.0,365,False
MALUKU,Consumption Sugar,2024,18280.0,20740.0,19339.52029520295,19350.0,271,False
MALUKU,Curly Red Chili,2022,34710.0,78110.0,58093.83685800604,59080.0,331,False
MALUKU,Curly Red Chili,2023,42340.0,85810.0,61915.28767123288,63020.0,365,False
MALUKU,Curly Red Chili,2024,35720.0,78840.0,56234.16974169742,56330.0,271,False
MALUKU,Garlic,2022,31060.0,42700.0,36350.06042296073,36240.0,331,False
MALUKU,Garlic,2023,32460.0,49860.0,42251.260273972606,43840.0,365,False
MALUKU,Garlic,2024,41910.0,54360.0,47596.27306273063,47530.0,271,False
MALUKU,Medium Rice,2022,11620.0,13660.0,12401.54078549849,12430.0,331,False
MALUKU,Medium Rice,2023,11970.0,15070.0,13683.479452054795,13730.0,365,False
MALUKU,Medium Rice,2024,13550.0,15200.0,14576.974169741698,14610.0,271,False
MALUKU,Premium Rice,2022,13990.0,14950.0,14531.963746223564,14560.0,331,False
MALUKU,Premium Rice,2023,14490.0,17160.0,15719.780821917808,15800.0,365,False
MALUKU,Premium Rice,2024,16660.0,18560.0,17605.79335793358,17720.0,271,False
MALUKU,Pure Beef,2022,98300.0,125940.0,114377.49244712992,115160.0,331,False
MALUKU,Pure Beef,2023,101480.0,131770.0,117757.80821917808,118720.0,365,False
MALUKU,Pure Beef,2024,104880.0,126750.0,118728.63468634686,119530.0,271,False
MALUKU,Red Cayenne Pepper,2022,48090.0,117430.0,83602.74924471299,85720.0,331,False
MALUKU,Red Cayenne Pepper,2023,38340.0,122090.0,73905.42465753424,71190.0,365,False
MALUKU,Red Cayenne Pepper,2024,38930.0,111980.0,67539.07749077491,66640.0,271,False
MALUKU,Shallots,2022,34360.0,70990.0,44603.29305135952,42760.0,331,False
MALUKU,Shallots,2023,33380.0,53800.0,43122.79452054795,44640.0,365,False
MALUKU,Shallots,2024,32780.0,57390.0,44525.86715867159,44380.0,271,False
MALUKU,Simple Packaged Cooking Oil,2022,19550.0,31580.0,24792.326283987917,25130.0,331,False
MALUKU,Simple Packaged Cooking Oil,2023,19590.0,25810.0,21382.0,21220.0,365,False
MALUKU,Simple Packaged Cooking Oil,2024,18530.0,22710.0,19860.738007380074,19860.0,271,False
MALUKU UTARA,Broiler Chicken Meat,2022,42810.0,48470.0,46523.74622356496,46750.0,331,False
MALUKU UTARA,Broiler Chicken Meat,2023,41430.0,50000.0,45957.34246575343,46050.0,365,False
MALUKU UTARA,Broiler Chicken Meat,2024,43930.0,50000.0,46511.36029411765,46360.0,272,False
MALUKU UTARA,Bulk Cooking Oil,2022,14000.0,25000.0,18636.666666666668,18000.0,198,False
MALUKU UTARA,Bulk Cooking Oil,2023,17090.0,24000.0,20230.165289256198,20250.0,363,False
MALUKU UTARA,Bulk Cooking Oil,2024,13000.0,25000.0,20888.88888888889,20000.0,99,False
MALUKU UTARA,Bulk Wheat Flour,2022,9690.0,12940.0,11456.19335347432,11670.0,331,False
MALUKU UTARA,Bulk Wheat Flour,2023,11690.0,13330.0,12683.890410958904,12680.0,365,False
MALUKU UTARA,Bulk Wheat Flour,2024,11930.0,13990.0,12604.22794117647,12535.0,272,False
MALUKU UTARA,Chicken Eggs,2022,28540.0,39370.0,32246.79758308157,31740.0,331,False
MALUKU UTARA,Chicken Eggs,2023,29540.0,37080.0,33760.68493150685,33970.0,365,False
MALUKU UTARA,Chicken Eggs,2024,32480.0,38270.0,35155.220588235294,35090.0,272,False
MALUKU UTARA,Consumption Sugar,2022,14170.0,16000.0,15670.302114803626,15690.0,331,False
MALUKU UTARA,Consumption Sugar,2023,15260.0,18680.0,16229.424657534246,15840.0,365,False
MALUKU UTARA,Consumption Sugar,2024,18300.0,20000.0,19396.470588235294,19430.0,272,False
MALUKU UTARA,Curly Red Chili,2022,37800.0,86080.0,57335.10574018127,58090.0,331,False
MALUKU UTARA,Curly Red Chili,2023,36590.0,99250.0,55710.520547945205,53810.0,365,False
MALUKU UTARA,Curly Red Chili,2024,38440.0,83960.0,56403.16176470588,56080.0,272,False
MALUKU UTARA,Garlic,2022,38530.0,46330.0,42452.87009063444,42380.0,331,False
MALUKU UTARA,Garlic,2023,39440.0,55750.0,47954.191780821915,48430.0,365,False
MALUKU UTARA,Garlic,2024,46810.0,66050.0,57216.32352941176,57700.0,272,False
MALUKU UTARA,Medium Rice,2022,12410.0,12990.0,12714.682779456194,12710.0,331,False
MALUKU UTARA,Medium Rice,2023,12820.0,15320.0,13975.917808219177,13930.0,365,False
MALUKU UTARA,Medium Rice,2024,14700.0,16230.0,15559.66911764706,15650.0,272,False
MALUKU UTARA,Premium Rice,2022,13490.0,14370.0,13985.70996978852,13990.0,331,False
MALUKU UTARA,Premium Rice,2023,14230.0,17000.0,15715.643835616438,15820.0,365,False
MALUKU UTARA,Premium Rice,2024,16620.0,18430.0,17804.375,17990.0,272,False
MALUKU UTARA,Pure Beef,2022,119400.0,135230.0,126448.00604229607,126610.0,331,False
MALUKU UTARA,Pure Beef,2023,123580.0,136780.0,130071.39726027397,129830.0,365,False
MALUKU UTARA,Pure Beef,2024,127330.0,141780.0,132944.92647058822,132990.0,272,False
MALUKU UTARA,Red Cayenne Pepper,2022,62250.0,111340.0,77980.27190332326,78120.0,331,False
MALUKU UTARA,Red Cayenne Pepper,2023,41630.0,142150.0,66905.8904109589,62220.0,365,False
MALUKU UTARA,Red Cayenne Pepper,2024,47910.0,127140.0,73682.46323529411,74275.0,272,False
MALUKU UTARA,Shallots,2022,41300.0,85520.0,52473.89728096677,48820.0,331,False
MALUKU UTARA,Shallots,2023,38160.0,58600.0,49147.068493150684,51100.0,365,False
MALUKU UTARA,Shallots,2024,42150.0,68780.0,55068.455882352944,54090.0,272,False
MALUKU UTARA,Simple Packaged Cooking Oil,2022,19000.0,28780.0,23730.845921450153,23470.0,331,False
MALUKU UTARA,Simple Packaged Cooking Oil,2023,19910.0,23340.0,21726.438356164384,21710.0,365,False
MALUKU UTARA,Simple Packaged Cooking Oil,2024,20100.0,25000.0,21184.33823529412,21170.0,272,False
NUSA TENGGARA BARAT,Broiler Chicken Meat,2022,39070.0,48700.0,43284.561933534744,43150.0,331,False
NUSA TENGGARA BARAT,Broiler Chicken Meat,2023,37410.0,46400.0,41924.45054945055,41940.0,364,False
NUSA TENGGARA BARAT,Broiler Chicken Meat,2024,36690.0,45020.0,41437.94117647059,41450.0,272,False
NUSA TENGGARA BARAT,Bulk Cooking Oil,2022,14670.0,22960.0,17111.402714932126,16200.0,221,False
NUSA TENGGARA BARAT,Bulk Cooking Oil,2023,14970.0,17170.0,16080.576923076924,16160.0,364,False
NUSA TENGGARA BARAT,Bulk Cooking Oil,2024,16000.0,18070.0,17215.0,17330.0,272,False
NUSA TENGGARA BARAT,Bulk Wheat Flour,2022,7700.0,11450.0,9698.45921450151,9780.0,331,False
NUSA TENGGARA BARAT,Bulk Wheat Flour,2023,10110.0,12140.0,10909.395604395604,10980.0,364,False
NUSA TENGGARA BARAT,Bulk Wheat Flour,2024,9000.0,10710.0,9677.16911764706,9590.0,272,False
NUSA TENGGARA BARAT,Chicken Eggs,2022,22580.0,31870.0,27133.746223564955,27810.0,331,False
NUSA TENGGARA BARAT,Chicken Eggs,2023,28240.0,34050.0,30788.516483516483,30660.0,364,False
NUSA TENGGARA BARAT,Chicken Eggs,2024,29340.0,35180.0,31970.625,31775.0,272,False
NUSA TENGGARA BARAT,Consumption Sugar,2022,13460.0,15060.0,14595.891238670694,14650.0,331,False
NUSA TENGGARA BARAT,Consumption Sugar,2023,14210.0,18870.0,15203.214285714286,14790.0,364,False
NUSA TENGGARA BARAT,Consumption Sugar,2024,17080.0,19410.0,18013.602941176472,17950.0,272,False
NUSA TENGGARA BARAT,Curly Red Chili,2022,21420.0,76130.0,38152.35649546828,35580.0,331,False
NUSA TENGGARA BARAT,Curly Red Chili,2023,26050.0,65360.0,37713.62637362637,35005.0,364,False
NUSA TENGGARA BARAT,Curly Red Chili,2024,21700.0,75170.0,48255.66176470588,45175.0,272,False
NUSA TENGGARA BARAT,Garlic,2022,21880.0,31140.0,25593.35347432024,24920.0,331,False
NUSA TENGGARA BARAT,Garlic,2023,24260.0,41910.0,33822.28021978022,34565.0,364,False
NUSA TENGGARA BARAT,Garlic,2024,35750.0,50000.0,39441.72794117647,38810.0,272,False
NUSA TENGGARA BARAT,Medium Rice,2022,9270.0,10250.0,9761.993957703928,9760.0,331,False
NUSA TENGGARA BARAT,Medium Rice,2023,10060.0,12970.0,11246.016483516483,10770.0,364,False
NUSA TENGGARA BARAT,Medium Rice,2024,12320.0,14650.0,13033.786764705883,12840.0,272,False
NUSA TENGGARA BARAT,Premium Rice,2022,10060.0,11380.0,10772.296072507554,10760.0,331,False
NUSA TENGGARA BARAT,Premium Rice,2023,11210.0,15140.0,13037.197802197803,12280.0,364,False
NUSA TENGGARA BARAT,Premium Rice,2024,13990.0,17180.0,15083.529411764706,14775.0,272,False
NUSA TENGGARA BARAT,Pure Beef,2022,120000.0,131650.0,122675.70996978851,122200.0,331,False
NUSA TENGGARA BARAT,Pure Beef,2023,120960.0,124830.0,122292.88461538461,122270.0,364,False
NUSA TENGGARA BARAT,Pure Beef,2024,120000.0,126750.0,121872.57352941176,121640.0,272,False
NUSA TENGGARA BARAT,Red Cayenne Pepper,2022,23200.0,81980.0,43283.56495468278,40890.0,331,False
NUSA TENGGARA BARAT,Red Cayenne Pepper,2023,22100.0,85670.0,49797.47252747253,44630.0,364,False
NUSA TENGGARA BARAT,Red Cayenne Pepper,2024,26900.0,66980.0,43552.5,40260.0,272,False
NUSA TENGGARA BARAT,Shallots,2022,17680.0,53390.0,28721.510574018128,28650.0,331,False
NUSA TENGGARA BARAT,Shallots,2023,14890.0,39280.0,27982.82967032967,31115.0,364,False
NUSA TENGGARA BARAT,Shallots,2024,17550.0,50000.0,29955.0,30905.0,272,False
NUSA TENGGARA BARAT,Simple Packaged Cooking Oil,2022,17600.0,27540.0,21404.954682779455,20520.0,331,False
NUSA TENGGARA BARAT,Simple Packaged Cooking Oil,2023,17950.0,20600.0,19400.714285714286,19420.0,364,False
NUSA TENGGARA BARAT,Simple Packaged Cooking Oil,2024,17880.0,19440.0,18702.426470588234,18670.0,272,False
NUSA TENGGARA TIMUR,Broiler Chicken Meat,2022,38410.0,50420.0,44050.30211480363,44250.0,331,False
NUSA TENGGARA TIMUR,Broiler Chicken Meat,2023,40060.0,47220.0,42715.58904109589,42400.0,365,False
NUSA TENGGARA TIMUR,Broiler Chicken Meat,2024,40000.0,46770.0,42737.59124087591,42710.0,274,False
NUSA TENGGARA TIMUR,Bulk Cooking Oil,2022,13840.0,22570.0,15255.818181818182,14840.0,220,False
NUSA TENGGARA TIMUR,Bulk Cooking Oil,2023,13960.0,19000.0,16043.123287671233,16070.0,365,False
NUSA TENGGARA TIMUR,Bulk Cooking Oil,2024,15970.0,18590.0,17155.735294117647,17160.0,272,False
NUSA TENGGARA TIMUR,Bulk Wheat Flour,2022,8660.0,11840.0,10470.271903323262,10480.0,331,False
NUSA TENGGARA TIMUR,Bulk Wheat Flour,2023,11010.0,12030.0,11537.835616438357,11550.0,365,False
NUSA TENGGARA TIMUR,Bulk Wheat Flour,2024,10000.0,11640.0,10923.065693430657,10880.0,274,False
NUSA TENGGARA TIMUR,Chicken Eggs,2022,25520.0,37520.0,30544.471299093657,30690.0,331,False
NUSA TENGGARA TIMUR,Chicken Eggs,2023,30370.0,36270.0,32583.424657534248,32500.0,365,False
NUSA TENGGARA TIMUR,Chicken Eggs,2024,30090.0,34250.0,31632.77372262774,31375.0,274,False
NUSA TENGGARA TIMUR,Consumption Sugar,2022,14280.0,15510.0,15166.012084592145,15200.0,331,False
NUSA TENGGARA TIMUR,Consumption Sugar,2023,15040.0,17900.0,15558.164383561643,15250.0,365,False
NUSA TENGGARA TIMUR,Consumption Sugar,2024,17530.0,19310.0,18456.89781021898,18570.0,274,False
NUSA TENGGARA TIMUR,Curly Red Chili,2022,38430.0,82110.0,55847.3413897281,55670.0,331,False
NUSA TENGGARA TIMUR,Curly Red Chili,2023,36990.0,70830.0,54824.6301369863,54430.0,365,False
NUSA TENGGARA TIMUR,Curly Red Chili,2024,44510.0,69620.0,54632.77372262774,54845.0,274,False
NUSA TENGGARA TIMUR,Garlic,2022,28850.0,35800.0,32383.746223564955,32530.0,331,False
NUSA TENGGARA TIMUR,Garlic,2023,32460.0,44070.0,38037.34246575343,38580.0,365,False
NUSA TENGGARA TIMUR,Garlic,2024,38810.0,50000.0,42879.41605839416,42130.0,274,False
NUSA TENGGARA TIMUR,Medium Rice,2022,10380.0,11390.0,10683.444108761329,10660.0,331,False
NUSA TENGGARA TIMUR,Medium Rice,2023,10590.0,14160.0,12536.575342465754,12400.0,365,False
NUSA TENGGARA TIMUR,Medium Rice,2024,13140.0,15750.0,14037.226277372263,13950.0,274,False
NUSA TENGGARA TIMUR,Premium Rice,2022,12140.0,12870.0,12373.836858006041,12370.0,331,False
NUSA TENGGARA TIMUR,Premium Rice,2023,12320.0,15950.0,14349.86301369863,14190.0,365,False
NUSA TENGGARA TIMUR,Premium Rice,2024,15310.0,17490.0,16042.846715328467,15740.0,274,False
NUSA TENGGARA TIMUR,Pure Beef,2022,105180.0,118180.0,111946.82779456193,112160.0,331,False
NUSA TENGGARA TIMUR,Pure Beef,2023,110760.0,118260.0,114303.56164383562,114290.0,365,False
NUSA TENGGARA TIMUR,Pure Beef,2024,106770.0,119870.0,114498.28467153285,114440.0,274,False
NUSA TENGGARA TIMUR,Red Cayenne Pepper,2022,38700.0,68750.0,47982.537764350454,45970.0,331,False
NUSA TENGGARA TIMUR,Red Cayenne Pepper,2023,33580.0,76570.0,57243.69863013698,59700.0,365,False
NUSA TENGGARA TIMUR,Red Cayenne Pepper,2024,35330.0,74990.0,51665.03649635037,51000.0,274,False
NUSA TENGGARA TIMUR,Shallots,2022,24000.0,44270.0,30374.833836858004,29150.0,331,False
NUSA TENGGARA TIMUR,Shallots,2023,18780.0,39830.0,30559.780821917808,34640.0,365,False
NUSA TENGGARA TIMUR,Shallots,2024,18560.0,42800.0,31071.204379562045,32285.0,274,False
NUSA TENGGARA TIMUR,Simple Packaged Cooking Oil,2022,18840.0,28780.0,23075.287009063442,21810.0,331,False
NUSA TENGGARA TIMUR,Simple Packaged Cooking Oil,2023,18070.0,21720.0,19241.671232876713,19180.0,365,False
NUSA TENGGARA TIMUR,Simple Packaged Cooking Oil,2024,18640.0,20800.0,19457.26277372263,19455.0,274,False
PAPUA,Broiler Chicken Meat,2022,38620.0,44810.0,42190.15151515151,42110.0,330,False
PAPUA,Broiler Chicken Meat,2023,38320.0,47620.0,42211.91780821918,41840.0,365,False
PAPUA,Broiler Chicken Meat,2024,37000.0,49040.0,42388.89705882353,42525.0,272,False
PAPUA,Bulk Cooking Oil,2022,14000.0,16250.0,14344.941176470587,14160.0,170,False
PAPUA,Bulk Cooking Oil,2023,13980.0,18960.0,16206.739726027397,16070.0,365,False
PAPUA,Bulk Cooking Oil,2024,16870.0,20000.0,18383.933823529413,18420.0,272,False
PAPUA,Bulk Wheat Flour,2022,10240.0,12680.0,11536.787878787878,11470.0,330,False
PAPUA,Bulk Wheat Flour,2023,12240.0,15400.0,13761.643835616438,13850.0,365,False
PAPUA,Bulk Wheat Flour,2024,12000.0,15110.0,12670.91911764706,12530.0,272,False
PAPUA,Chicken Eggs,2022,32930.0,38330.0,35170.57575757576,35070.0,330,False
PAPUA,Chicken Eggs,2023,35380.0,42430.0,38010.87671232877,37050.0,365,False
PAPUA,Chicken Eggs,2024,34950.0,44570.0,37629.41176470588,37085.0,272,False
PAPUA,Consumption Sugar,2022,14630.0,16600.0,15910.69696969697,15930.0,330,False
PAPUA,Consumption Sugar,2023,15460.0,20980.0,17481.972602739726,16210.0,365,False
PAPUA,Consumption Sugar,2024,18850.0,21410.0,19679.41176470588,19730.0,272,False
PAPUA,Curly Red Chili,2022,53210.0,86390.0,62834.72727272727,62500.0,330,False
PAPUA,Curly Red Chili,2023,42820.0,89070.0,65489.12328767123,64260.00000000001,365,False
PAPUA,Curly Red Chili,2024,45790.0,120000.0,74124.7794117647,75620.0,272,False
PAPUA,Garlic,2022,33360.0,44520.0,38360.63636363636,37160.0,330,False
PAPUA,Garlic,2023,35190.0,56170.0,47413.232876712325,50250.0,365,False
PAPUA,Garlic,2024,49210.0,58230.0,53483.82352941176,53260.0,272,False
PAPUA,Medium Rice,2022,12390.0,14020.0,13156.030303030304,13080.0,330,False
PAPUA,Medium Rice,2023,12830.0,16530.0,14220.684931506848,13510.0,365,False
PAPUA,Medium Rice,2024,14000.0,16630.0,15338.41911764706,15390.0,272,False
PAPUA,Premium Rice,2022,14640.0,15730.0,15102.333333333334,15170.0,330,False
PAPUA,Premium Rice,2023,14940.0,18960.0,16643.397260273974,16110.0,365,False
PAPUA,Premium Rice,2024,16329.999999999998,19070.0,17885.110294117647,17990.0,272,False
PAPUA,Pure Beef,2022,134730.0,152740.0,141998.75757575757,141050.0,330,False
